Email Subject,Email Body,Time Sent,Response Time,Level,Engagement score
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-03-26 19:14:00,2023-03-26 23:14:00,Hot,93
Monthly Report,Don't miss out on our special discount offers this week!,2023-06-09 19:36:00,2023-06-09 20:36:00,Hot,93
Special Offer,Attached is the monthly report. Please review it and share feedback.,2023-05-30 13:50:00,2023-05-30 17:50:00,Hot,87
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-02-18 13:30:00,2023-02-18 18:30:00,Hot,95
Project Update,Check out our latest product offerings that might interest you.,2023-07-22 03:28:00,2023-07-23 04:28:00,Cold,96
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-07-07 23:58:00,2023-07-10 05:58:00,Cold,57
Project Update,We would appreciate your feedback on our recent collaboration.,2023-02-08 14:43:00,2023-02-08 21:43:00,High,77
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-03-16 09:08:00,2023-03-16 21:08:00,High,92
Monthly Report,We would love to discuss a potential partnership. Let's connect!,2023-08-01 07:56:00,2023-08-01 11:56:00,Hot,63
Monthly Report,Your contract renewal is coming up. Let's schedule a discussion.,2023-11-13 22:54:00,2023-11-14 00:54:00,Hot,90
Meeting Request,We would appreciate your feedback on our recent collaboration.,2023-11-17 23:56:00,2023-11-18 02:56:00,Hot,90
Contract Renewal,Here is an update on the project progress. Let us know your thoughts.,2023-10-02 15:51:00,2023-10-02 19:51:00,Hot,89
Contract Renewal,I am following up on our last conversation. Let me know if you need anything.,2023-04-24 00:02:00,2023-04-25 15:02:00,Cold,89
Feedback Request,Don't miss out on our special discount offers this week!,2023-12-04 04:12:00,2023-12-04 08:12:00,Hot,96
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-02-14 01:31:00,2023-02-14 04:31:00,Hot,67
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-02-13 19:04:00,2023-02-16 01:04:00,Cold,67
Monthly Report,Attached is the monthly report. Please review it and share feedback.,2023-10-09 20:39:00,2023-10-09 21:39:00,Hot,91
Meeting Request,I am following up on our last conversation. Let me know if you need anything.,2023-03-02 18:38:00,2023-03-03 04:38:00,High,85
Special Offer,Check out our latest product offerings that might interest you.,2023-11-16 12:59:00,2023-11-18 09:59:00,Cold,100
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-06-25 09:59:00,2023-06-27 17:59:00,Cold,61
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-11-25 08:46:00,2023-11-25 18:46:00,High,62
Feedback Request,We would love to discuss a potential partnership. Let's connect!,2023-02-15 04:39:00,2023-02-15 12:39:00,High,82
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-11-02 22:30:00,2023-11-03 03:30:00,Hot,73
Project Update,Join our upcoming webinar on industry trends. Register now!,2023-12-10 00:55:00,2023-12-10 09:55:00,High,81
Meeting Request,Check out our latest product offerings that might interest you.,2023-07-15 16:55:00,2023-07-15 21:55:00,Hot,95
Meeting Request,We would appreciate your feedback on our recent collaboration.,2023-12-09 14:49:00,2023-12-09 23:49:00,High,71
Partnership Proposal,Here is an update on the project progress. Let us know your thoughts.,2023-12-06 03:19:00,2023-12-07 23:19:00,Cold,43
Product Offering,Join our upcoming webinar on industry trends. Register now!,2023-12-06 20:42:00,2023-12-07 04:42:00,High,98
Follow Up,Here is an update on the project progress. Let us know your thoughts.,2023-12-02 11:20:00,2023-12-02 21:20:00,High,91
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-12-19 00:04:00,2023-12-19 11:04:00,High,70
Monthly Report,Attached is the monthly report. Please review it and share feedback.,2023-06-30 17:22:00,2023-07-01 05:22:00,High,99
Contract Renewal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-27 13:48:00,2023-03-28 00:48:00,High,93
Feedback Request,Attached is the monthly report. Please review it and share feedback.,2023-10-22 00:45:00,2023-10-23 03:45:00,Cold,36
Meeting Request,Here is an update on the project progress. Let us know your thoughts.,2023-02-09 20:11:00,2023-02-12 04:11:00,Cold,16
Contract Renewal,Don't miss out on our special discount offers this week!,2023-08-05 12:44:00,2023-08-07 18:44:00,Cold,13
Meeting Request,Don't miss out on our special discount offers this week!,2023-10-12 13:44:00,2023-10-12 14:44:00,Hot,63
Follow Up,Here is an update on the project progress. Let us know your thoughts.,2023-06-11 10:03:00,2023-06-11 12:03:00,Hot,92
Monthly Report,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-10 17:41:00,2023-03-10 21:41:00,Hot,85
Follow Up,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-14 13:45:00,2023-03-14 16:45:00,Hot,87
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-09-28 03:46:00,2023-09-29 14:46:00,Cold,88
Feedback Request,Check out our latest product offerings that might interest you.,2023-09-07 00:17:00,2023-09-07 10:17:00,High,88
Special Offer,Attached is the monthly report. Please review it and share feedback.,2023-07-15 09:52:00,2023-07-15 10:52:00,Hot,70
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-08-28 08:03:00,2023-08-28 14:03:00,High,97
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-11-04 16:02:00,2023-11-07 13:02:00,Cold,24
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-12-19 16:06:00,2023-12-19 19:06:00,Hot,65
Feedback Request,Don't miss out on our special discount offers this week!,2023-07-17 00:05:00,2023-07-17 02:05:00,Hot,89
Feedback Request,Attached is the monthly report. Please review it and share feedback.,2023-08-06 22:42:00,2023-08-07 00:42:00,Hot,88
Follow Up,Join our upcoming webinar on industry trends. Register now!,2023-09-29 14:26:00,2023-09-29 21:26:00,High,95
Contract Renewal,We would love to discuss a potential partnership. Let's connect!,2023-04-15 15:53:00,2023-04-15 19:53:00,Hot,74
Special Offer,Don't miss out on our special discount offers this week!,2023-03-12 18:15:00,2023-03-13 05:15:00,High,90
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-12-31 21:18:00,2024-01-01 00:18:00,Hot,93
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-31 09:39:00,2023-06-01 15:39:00,Cold,12
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-02-20 17:48:00,2023-02-22 15:48:00,Cold,51
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-11-08 09:55:00,2023-11-10 11:55:00,Cold,9
Follow Up,I am following up on our last conversation. Let me know if you need anything.,2023-07-30 16:18:00,2023-07-30 21:18:00,Hot,94
Partnership Proposal,We would love to discuss a potential partnership. Let's connect!,2023-03-28 04:11:00,2023-03-28 15:11:00,High,89
Contract Renewal,Don't miss out on our special discount offers this week!,2023-05-02 15:04:00,2023-05-04 16:04:00,Cold,75
Special Offer,Here is an update on the project progress. Let us know your thoughts.,2023-11-30 02:43:00,2023-12-01 21:43:00,Cold,87
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-22 13:10:00,2023-10-25 05:10:00,Cold,90
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-06-13 01:30:00,2023-06-13 06:30:00,Hot,78
Meeting Request,I am following up on our last conversation. Let me know if you need anything.,2023-01-09 02:19:00,2023-01-09 08:19:00,High,70
Feedback Request,Here is an update on the project progress. Let us know your thoughts.,2023-10-04 21:42:00,2023-10-05 01:42:00,Hot,70
Special Offer,Here is an update on the project progress. Let us know your thoughts.,2023-04-06 06:54:00,2023-04-06 15:54:00,High,85
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-06-02 23:55:00,2023-06-03 10:55:00,High,64
Follow Up,Your contract renewal is coming up. Let's schedule a discussion.,2023-05-15 09:23:00,2023-05-15 18:23:00,High,87
Special Offer,Check out our latest product offerings that might interest you.,2023-04-11 02:18:00,2023-04-11 07:18:00,Hot,83
Partnership Proposal,Check out our latest product offerings that might interest you.,2023-10-27 21:35:00,2023-10-28 04:35:00,High,64
Meeting Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-07-09 23:33:00,2023-07-10 10:33:00,High,67
Project Update,Your contract renewal is coming up. Let's schedule a discussion.,2023-07-21 23:30:00,2023-07-22 03:30:00,Hot,67
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-05-13 20:36:00,2023-05-16 19:36:00,Cold,26
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-02-11 23:08:00,2023-02-12 00:08:00,Hot,95
Feedback Request,Here is an update on the project progress. Let us know your thoughts.,2023-11-22 15:10:00,2023-11-22 21:10:00,High,70
Project Update,Don't miss out on our special discount offers this week!,2023-05-28 04:27:00,2023-05-28 11:27:00,High,66
Project Update,Check out our latest product offerings that might interest you.,2023-01-16 21:29:00,2023-01-17 02:29:00,Hot,85
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-08-18 14:22:00,2023-08-18 16:22:00,Hot,86
Monthly Report,Attached is the monthly report. Please review it and share feedback.,2023-02-12 08:16:00,2023-02-12 11:16:00,Hot,80
Webinar Invitation,We would appreciate your feedback on our recent collaboration.,2023-03-06 04:19:00,2023-03-08 23:19:00,Cold,24
Contract Renewal,Check out our latest product offerings that might interest you.,2023-06-20 16:58:00,2023-06-20 19:58:00,Hot,98
Feedback Request,Attached is the monthly report. Please review it and share feedback.,2023-01-18 05:12:00,2023-01-18 13:12:00,High,92
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-08-06 02:12:00,2023-08-06 08:12:00,High,69
Contract Renewal,Don't miss out on our special discount offers this week!,2023-11-05 06:44:00,2023-11-07 04:44:00,Cold,27
Feedback Request,Join our upcoming webinar on industry trends. Register now!,2023-08-28 10:47:00,2023-08-28 20:47:00,High,60
Special Offer,We would appreciate your feedback on our recent collaboration.,2023-08-20 03:33:00,2023-08-20 15:33:00,High,81
Monthly Report,Don't miss out on our special discount offers this week!,2023-01-03 15:18:00,2023-01-03 20:18:00,Hot,82
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-04-22 13:24:00,2023-04-22 17:24:00,Hot,89
Contract Renewal,Don't miss out on our special discount offers this week!,2023-03-06 01:25:00,2023-03-06 12:25:00,High,63
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-02-18 06:15:00,2023-02-18 15:15:00,High,95
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-04-25 18:09:00,2023-04-25 23:09:00,Hot,86
Special Offer,Your contract renewal is coming up. Let's schedule a discussion.,2023-01-09 10:31:00,2023-01-11 09:31:00,Cold,24
Contract Renewal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-09-28 18:43:00,2023-09-29 03:43:00,High,90
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-02-23 23:58:00,2023-02-25 10:58:00,Cold,55
Feedback Request,Don't miss out on our special discount offers this week!,2023-01-03 23:03:00,2023-01-05 21:03:00,Cold,51
Project Update,Don't miss out on our special discount offers this week!,2023-09-07 23:40:00,2023-09-08 09:40:00,High,98
Feedback Request,We would appreciate your feedback on our recent collaboration.,2023-10-09 15:42:00,2023-10-10 03:42:00,High,91
Follow Up,Don't miss out on our special discount offers this week!,2023-11-11 00:38:00,2023-11-11 05:38:00,Hot,67
Project Update,We would love to discuss a potential partnership. Let's connect!,2023-03-16 05:12:00,2023-03-16 09:12:00,Hot,81
Project Update,Your contract renewal is coming up. Let's schedule a discussion.,2023-06-30 03:44:00,2023-07-02 02:44:00,Cold,10
Monthly Report,"Hello, we would like to schedule a meeting to discuss your needs.",2023-02-21 14:06:00,2023-02-21 19:06:00,Hot,92
Product Offering,Check out our latest product offerings that might interest you.,2023-12-02 03:40:00,2023-12-02 12:40:00,High,68
Special Offer,Check out our latest product offerings that might interest you.,2023-10-19 13:40:00,2023-10-19 17:40:00,Hot,66
Monthly Report,Check out our latest product offerings that might interest you.,2023-08-11 08:13:00,2023-08-11 19:13:00,High,93
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-06-21 01:09:00,2023-06-21 02:09:00,Hot,100
Meeting Request,Join our upcoming webinar on industry trends. Register now!,2023-10-24 01:45:00,2023-10-24 13:45:00,High,87
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-05-01 11:50:00,2023-05-01 14:50:00,Hot,80
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-06-24 20:43:00,2023-06-25 01:43:00,Hot,75
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-08-20 02:20:00,2023-08-20 05:20:00,Hot,73
Meeting Request,We would love to discuss a potential partnership. Let's connect!,2023-07-05 02:23:00,2023-07-07 13:23:00,Cold,9
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-10-19 06:58:00,2023-10-19 11:58:00,Hot,64
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-08-30 17:19:00,2023-08-30 21:19:00,Hot,77
Contract Renewal,Attached is the monthly report. Please review it and share feedback.,2023-06-17 13:40:00,2023-06-17 21:40:00,High,77
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-12-26 14:59:00,2023-12-26 23:59:00,High,95
Monthly Report,Your contract renewal is coming up. Let's schedule a discussion.,2023-05-24 14:05:00,2023-05-26 13:05:00,Cold,36
Feedback Request,Check out our latest product offerings that might interest you.,2023-08-25 03:49:00,2023-08-26 22:49:00,Cold,20
Feedback Request,Don't miss out on our special discount offers this week!,2023-11-18 09:42:00,2023-11-18 11:42:00,Hot,92
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-05-04 04:59:00,2023-05-04 10:59:00,High,89
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-06-14 09:11:00,2023-06-16 16:11:00,Cold,6
Project Update,We would appreciate your feedback on our recent collaboration.,2023-07-07 08:19:00,2023-07-09 13:19:00,Cold,24
Monthly Report,Check out our latest product offerings that might interest you.,2023-06-07 16:25:00,2023-06-10 10:25:00,Cold,34
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-03-13 11:34:00,2023-03-16 11:34:00,Cold,67
Partnership Proposal,We would love to discuss a potential partnership. Let's connect!,2023-03-09 00:34:00,2023-03-10 00:34:00,Cold,14
Meeting Request,We would appreciate your feedback on our recent collaboration.,2023-01-27 14:54:00,2023-01-28 00:54:00,High,80
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-08-22 09:32:00,2023-08-23 11:32:00,Cold,46
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-06-27 14:13:00,2023-06-27 19:13:00,Hot,75
Project Update,Join our upcoming webinar on industry trends. Register now!,2023-04-08 17:14:00,2023-04-08 21:14:00,Hot,83
Special Offer,Attached is the monthly report. Please review it and share feedback.,2023-11-07 14:24:00,2023-11-08 18:24:00,Cold,43
Meeting Request,Here is an update on the project progress. Let us know your thoughts.,2023-09-23 05:46:00,2023-09-25 08:46:00,Cold,44
Contract Renewal,I am following up on our last conversation. Let me know if you need anything.,2023-01-20 04:06:00,2023-01-20 07:06:00,Hot,66
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-11-21 16:11:00,2023-11-22 00:11:00,High,77
Meeting Request,I am following up on our last conversation. Let me know if you need anything.,2023-09-10 08:34:00,2023-09-12 07:34:00,Cold,68
Contract Renewal,Don't miss out on our special discount offers this week!,2023-06-26 02:09:00,2023-06-26 09:09:00,High,62
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-08-14 23:58:00,2023-08-15 09:58:00,High,64
Project Update,"Hello, we would like to schedule a meeting to discuss your needs.",2023-08-20 07:57:00,2023-08-20 10:57:00,Hot,91
Follow Up,Your contract renewal is coming up. Let's schedule a discussion.,2023-02-04 17:28:00,2023-02-05 21:28:00,Cold,40
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-09-02 02:23:00,2023-09-02 08:23:00,High,60
Meeting Request,Check out our latest product offerings that might interest you.,2023-04-19 17:05:00,2023-04-19 21:05:00,Hot,69
Monthly Report,Here is an update on the project progress. Let us know your thoughts.,2023-10-15 05:46:00,2023-10-15 15:46:00,High,75
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-04-29 10:25:00,2023-04-29 13:25:00,Hot,81
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-20 16:22:00,2023-03-20 19:22:00,Hot,85
Follow Up,We would love to discuss a potential partnership. Let's connect!,2023-05-26 00:45:00,2023-05-26 11:45:00,High,86
Project Update,Check out our latest product offerings that might interest you.,2023-01-31 04:12:00,2023-02-03 04:12:00,Cold,65
Partnership Proposal,We would love to discuss a potential partnership. Let's connect!,2023-06-17 06:46:00,2023-06-17 10:46:00,Hot,76
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-08-07 14:52:00,2023-08-08 22:52:00,Cold,32
Contract Renewal,I am following up on our last conversation. Let me know if you need anything.,2023-12-11 23:23:00,2023-12-12 08:23:00,High,94
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-11-25 17:33:00,2023-11-26 02:33:00,High,98
Product Offering,"Hello, we would like to schedule a meeting to discuss your needs.",2023-09-03 03:25:00,2023-09-04 13:25:00,Cold,61
Special Offer,Here is an update on the project progress. Let us know your thoughts.,2023-07-02 18:48:00,2023-07-04 19:48:00,Cold,71
Meeting Request,Join our upcoming webinar on industry trends. Register now!,2023-06-11 18:42:00,2023-06-13 00:42:00,Cold,19
Contract Renewal,Here is an update on the project progress. Let us know your thoughts.,2023-11-18 01:06:00,2023-11-18 06:06:00,Hot,91
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-10-08 06:32:00,2023-10-08 07:32:00,Hot,71
Product Offering,Check out our latest product offerings that might interest you.,2023-04-05 03:57:00,2023-04-07 04:57:00,Cold,38
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-06-20 12:56:00,2023-06-20 13:56:00,Hot,95
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-11-18 21:13:00,2023-11-19 03:13:00,High,71
Feedback Request,We would appreciate your feedback on our recent collaboration.,2023-10-02 12:25:00,2023-10-04 06:25:00,Cold,27
Contract Renewal,Join our upcoming webinar on industry trends. Register now!,2023-12-29 07:50:00,2023-12-29 15:50:00,High,75
Feedback Request,Don't miss out on our special discount offers this week!,2023-09-12 19:55:00,2023-09-12 23:55:00,Hot,85
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-03-19 00:16:00,2023-03-20 08:16:00,Cold,57
Follow Up,We would love to discuss a potential partnership. Let's connect!,2023-05-21 21:16:00,2023-05-23 04:16:00,Cold,76
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-11-03 17:48:00,2023-11-04 21:48:00,Cold,18
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-08-20 04:03:00,2023-08-20 08:03:00,Hot,98
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-07-26 22:33:00,2023-07-27 07:33:00,High,64
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-07-29 13:09:00,2023-07-31 23:09:00,Cold,91
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-01-26 22:20:00,2023-01-27 05:20:00,High,86
Contract Renewal,We would love to discuss a potential partnership. Let's connect!,2023-12-10 10:44:00,2023-12-10 19:44:00,High,69
Contract Renewal,Join our upcoming webinar on industry trends. Register now!,2023-08-30 00:08:00,2023-08-30 06:08:00,High,64
Webinar Invitation,Check out our latest product offerings that might interest you.,2023-11-29 19:30:00,2023-11-30 01:30:00,High,91
Partnership Proposal,Your contract renewal is coming up. Let's schedule a discussion.,2023-03-31 15:20:00,2023-04-01 02:20:00,High,88
Project Update,I am following up on our last conversation. Let me know if you need anything.,2023-06-15 04:30:00,2023-06-15 13:30:00,High,66
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-07-17 20:32:00,2023-07-20 17:32:00,Cold,8
Contract Renewal,Attached is the monthly report. Please review it and share feedback.,2023-09-29 22:49:00,2023-09-30 03:49:00,Hot,76
Meeting Request,We would love to discuss a potential partnership. Let's connect!,2023-02-22 13:43:00,2023-02-24 17:43:00,Cold,40
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-05-10 19:17:00,2023-05-11 00:17:00,Hot,99
Project Update,"Hello, we would like to schedule a meeting to discuss your needs.",2023-04-16 01:31:00,2023-04-17 13:31:00,Cold,64
Meeting Request,We would appreciate your feedback on our recent collaboration.,2023-04-25 10:52:00,2023-04-25 13:52:00,Hot,72
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-09-08 16:13:00,2023-09-09 00:13:00,High,60
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-05-14 06:03:00,2023-05-14 16:03:00,High,96
Project Update,We would love to discuss a potential partnership. Let's connect!,2023-02-26 10:40:00,2023-02-28 18:40:00,Cold,100
Feedback Request,Check out our latest product offerings that might interest you.,2023-08-09 13:55:00,2023-08-11 20:55:00,Cold,98
Webinar Invitation,We would appreciate your feedback on our recent collaboration.,2023-04-28 08:45:00,2023-04-30 02:45:00,Cold,16
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-10-14 10:22:00,2023-10-14 20:22:00,High,67
Product Offering,Attached is the monthly report. Please review it and share feedback.,2023-12-05 02:13:00,2023-12-07 05:13:00,Cold,60
Follow Up,We would love to discuss a potential partnership. Let's connect!,2023-10-09 07:05:00,2023-10-09 09:05:00,Hot,80
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-23 11:07:00,2023-03-23 17:07:00,High,98
Partnership Proposal,Don't miss out on our special discount offers this week!,2023-09-12 11:01:00,2023-09-15 10:01:00,Cold,86
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-08-16 21:49:00,2023-08-16 22:49:00,Hot,81
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-01-07 06:48:00,2023-01-09 09:48:00,Cold,33
Webinar Invitation,Here is an update on the project progress. Let us know your thoughts.,2023-05-23 03:48:00,2023-05-23 15:48:00,High,90
Special Offer,Here is an update on the project progress. Let us know your thoughts.,2023-05-06 20:51:00,2023-05-08 01:51:00,Cold,45
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-06-24 01:37:00,2023-06-24 04:37:00,Hot,70
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-10-03 13:04:00,2023-10-06 00:04:00,Cold,13
Partnership Proposal,Don't miss out on our special discount offers this week!,2023-03-09 18:04:00,2023-03-09 19:04:00,Hot,77
Meeting Request,Join our upcoming webinar on industry trends. Register now!,2023-12-07 11:39:00,2023-12-07 20:39:00,High,61
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-01-23 19:50:00,2023-01-24 07:50:00,High,93
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-12-06 01:54:00,2023-12-06 13:54:00,High,90
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-01-10 06:38:00,2023-01-10 12:38:00,High,96
Contract Renewal,I am following up on our last conversation. Let me know if you need anything.,2023-01-26 01:24:00,2023-01-26 02:24:00,Hot,94
Project Update,Here is an update on the project progress. Let us know your thoughts.,2023-07-22 21:47:00,2023-07-23 00:47:00,Hot,66
Follow Up,Join our upcoming webinar on industry trends. Register now!,2023-01-06 22:50:00,2023-01-09 22:50:00,Cold,56
Product Offering,Don't miss out on our special discount offers this week!,2023-02-18 06:50:00,2023-02-18 11:50:00,Hot,100
Webinar Invitation,Attached is the monthly report. Please review it and share feedback.,2023-07-11 05:31:00,2023-07-11 12:31:00,High,95
Product Offering,Join our upcoming webinar on industry trends. Register now!,2023-06-24 01:29:00,2023-06-26 21:29:00,Cold,84
Project Update,We would love to discuss a potential partnership. Let's connect!,2023-01-10 01:07:00,2023-01-10 12:07:00,High,61
Partnership Proposal,Check out our latest product offerings that might interest you.,2023-09-12 13:18:00,2023-09-12 20:18:00,High,72
Webinar Invitation,Here is an update on the project progress. Let us know your thoughts.,2023-10-23 01:12:00,2023-10-24 21:12:00,Cold,11
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-10-05 06:54:00,2023-10-05 13:54:00,High,77
Monthly Report,Check out our latest product offerings that might interest you.,2023-06-11 02:44:00,2023-06-11 06:44:00,Hot,62
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-03-25 01:52:00,2023-03-25 12:52:00,High,98
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-01-11 16:48:00,2023-01-12 01:48:00,High,73
Meeting Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-05-31 04:30:00,2023-05-31 12:30:00,High,83
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-07-03 02:22:00,2023-07-05 11:22:00,Cold,5
Product Offering,Check out our latest product offerings that might interest you.,2023-08-10 16:36:00,2023-08-10 19:36:00,Hot,74
Monthly Report,Check out our latest product offerings that might interest you.,2023-03-16 16:24:00,2023-03-19 11:24:00,Cold,74
Project Update,"Hello, we would like to schedule a meeting to discuss your needs.",2023-07-01 15:30:00,2023-07-02 23:30:00,Cold,95
Contract Renewal,Attached is the monthly report. Please review it and share feedback.,2023-04-05 10:16:00,2023-04-05 18:16:00,High,84
Meeting Request,Join our upcoming webinar on industry trends. Register now!,2023-04-04 03:10:00,2023-04-04 14:10:00,High,65
Feedback Request,We would appreciate your feedback on our recent collaboration.,2023-08-12 08:01:00,2023-08-13 11:01:00,Cold,99
Monthly Report,Here is an update on the project progress. Let us know your thoughts.,2023-08-27 08:05:00,2023-08-27 12:05:00,Hot,75
Partnership Proposal,Join our upcoming webinar on industry trends. Register now!,2023-09-21 13:38:00,2023-09-21 16:38:00,Hot,80
Contract Renewal,Here is an update on the project progress. Let us know your thoughts.,2023-07-01 06:10:00,2023-07-01 13:10:00,High,96
Partnership Proposal,Here is an update on the project progress. Let us know your thoughts.,2023-07-23 01:25:00,2023-07-23 03:25:00,Hot,74
Follow Up,Join our upcoming webinar on industry trends. Register now!,2023-11-21 17:25:00,2023-11-24 15:25:00,Cold,34
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-03-12 13:56:00,2023-03-12 16:56:00,Hot,94
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-09-20 09:12:00,2023-09-20 14:12:00,Hot,80
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-10-26 04:52:00,2023-10-28 22:52:00,Cold,4
Webinar Invitation,We would appreciate your feedback on our recent collaboration.,2023-10-26 18:52:00,2023-10-27 05:52:00,High,66
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-11-26 12:01:00,2023-11-26 14:01:00,Hot,68
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-11-21 08:16:00,2023-11-21 12:16:00,Hot,73
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-10-08 09:31:00,2023-10-09 23:31:00,Cold,48
Follow Up,We would love to discuss a potential partnership. Let's connect!,2023-05-07 04:28:00,2023-05-07 06:28:00,Hot,88
Feedback Request,Don't miss out on our special discount offers this week!,2023-05-03 07:54:00,2023-05-04 17:54:00,Cold,69
Feedback Request,We would appreciate your feedback on our recent collaboration.,2023-09-18 03:08:00,2023-09-20 19:08:00,Cold,84
Monthly Report,We would love to discuss a potential partnership. Let's connect!,2023-06-05 09:52:00,2023-06-05 12:52:00,Hot,80
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-11-01 02:21:00,2023-11-03 01:21:00,Cold,45
Special Offer,Don't miss out on our special discount offers this week!,2023-11-16 04:32:00,2023-11-16 09:32:00,Hot,81
Project Update,We would love to discuss a potential partnership. Let's connect!,2023-11-30 10:46:00,2023-12-02 23:46:00,Cold,55
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-05-01 20:16:00,2023-05-01 22:16:00,Hot,94
Follow Up,Attached is the monthly report. Please review it and share feedback.,2023-11-21 13:03:00,2023-11-21 18:03:00,Hot,95
